Node,Username,Start Time,Duration,Service,Active,Auth,Real Ip,Vpn Ip,Proto,Port,Bytes Total,Error
openvpn-server,Logan.Y,2022.05.03 08:29:31 EDT,7887,VPN,0,1,172.29.107.181,10.128.20.100,UDP,1194,1296054936,
openvpn-server,Grace.W,2022.05.03 09:01:31 EDT,17156,VPN,0,1,172.26.55.33,10.128.20.150,UDP,1194,419875944,
openvpn-server,Benjamin.G,2022.05.03 09:18:40 EDT,24096,VPN,0,1,172.28.87.113,10.128.20.99,UDP,1194,2282276736,
openvpn-server,Ronald.V,2022.05.03 09:36:29 EDT,26754,VPN,0,1,172.23.219.185,10.128.20.206,UDP,1194,1451324238,
openvpn-server,Amber.U,2022.05.03 10:03:09 EDT,29046,VPN,0,1,172.30.32.10,10.128.20.109,UDP,1194,5250587328,
openvpn-server,Alexis.U,2022.05.03 10:32:50 EDT,,VPN,0,0,172.29.20.110,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,William.V,2022.05.03 10:48:37 EDT,1658,VPN,0,1,172.21.212.186,10.128.20.3,UDP,1194,228066190,
openvpn-server,Alexis.U,2022.05.03 11:08:18 EDT,21758,VPN,0,1,172.21.117.155,10.128.20.155,UDP,1194,4818896566,
openvpn-server,Frances.L,2022.05.03 11:21:17 EDT,11883,VPN,0,1,172.18.66.148,10.128.20.196,UDP,1194,1938271779,
openvpn-server,Logan.Y,2022.05.03 11:59:06 EDT,9217,VPN,0,1,172.19.100.107,10.128.20.168,UDP,1194,2320582524,
openvpn-server,Angela.B,2022.05.03 12:30:32 EDT,,VPN,0,0,172.25.253.138,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Brandon.J,2022.05.03 13:06:13 EDT,19875,VPN,0,1,172.16.249.218,10.128.20.78,UDP,1194,5187911625,
openvpn-server,Nicole.Z,2022.05.03 13:31:58 EDT,13651,VPN,0,1,172.24.112.170,10.128.20.133,UDP,1194,2205837788,
openvpn-server,Angela.B,2022.05.03 13:54:32 EDT,20508,VPN,0,1,172.20.235.38,10.128.20.102,UDP,1194,1130339436,
openvpn-server,George.S,2022.05.03 14:10:06 EDT,4865,VPN,0,1,172.21.1.64,10.128.20.37,UDP,1194,693403585,
openvpn-server,William.V,2022.05.03 14:26:47 EDT,15537,VPN,0,1,172.25.215.147,10.128.20.139,UDP,1194,1462016163,
openvpn-server,Grace.W,2022.05.03 14:57:49 EDT,8671,VPN,0,1,172.24.200.8,10.128.20.145,UDP,1194,2069941120,
openvpn-server,Zachary.J,2022.05.03 15:11:53 EDT,12176,VPN,0,1,172.16.233.164,10.128.20.29,UDP,1194,816973072,
openvpn-server,Nathan.Q,2022.05.03 15:38:44 EDT,4186,VPN,0,1,172.21.103.230,10.128.20.196,UDP,1194,507422734,
openvpn-server,Teresa.Y,2022.05.03 15:50:57 EDT,2604,VPN,0,1,172.24.64.171,10.128.20.129,UDP,1194,18181128,
openvpn-server,James.G,2022.05.03 16:21:00 EDT,9217,VPN,0,1,172.29.38.33,10.128.20.73,UDP,1194,391611896,
openvpn-server,Debra.Q,2022.05.03 16:43:19 EDT,5517,VPN,0,1,172.17.149.14,10.128.20.129,UDP,1194,19077786,
openvpn-server,Emily.V,2022.05.03 17:17:33 EDT,7196,VPN,0,1,172.17.85.157,10.128.20.246,UDP,1194,1818191732,
openvpn-server,Tyler.Y,2022.05.03 17:42:55 EDT,,VPN,0,0,172.19.199.208,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Alexis.U,2022.05.03 18:18:13 EDT,7685,VPN,0,1,172.20.146.112,10.128.20.37,UDP,1194,1614257305,
openvpn-server,Jeremy.G,2022.05.03 18:37:27 EDT,6222,VPN,0,1,172.27.134.191,10.128.20.121,UDP,1194,1243049826,
openvpn-server,Emily.V,2022.05.04 07:02:00 EDT,,VPN,0,0,172.30.98.208,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Frances.L,2022.05.04 07:39:49 EDT,,VPN,0,0,172.27.55.182,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Teresa.Y,2022.05.04 08:14:36 EDT,35523,VPN,0,1,172.22.175.39,10.128.20.144,UDP,1194,1797676938,
openvpn-server,Jordan.Q,2022.05.04 08:50:44 EDT,10186,VPN,0,1,172.31.160.248,10.128.20.114,UDP,1194,2296759652,
openvpn-server,Ronald.V,2022.05.04 09:16:30 EDT,8228,VPN,0,1,172.25.110.245,10.128.20.200,UDP,1194,612870808,
openvpn-server,Alexis.U,2022.05.04 09:32:54 EDT,983,VPN,0,1,172.19.255.124,10.128.20.138,UDP,1194,78551530,
openvpn-server,Benjamin.G,2022.05.04 10:01:24 EDT,14892,VPN,0,1,172.28.229.108,10.128.20.48,UDP,1194,3048690240,
openvpn-server,William.V,2022.05.04 10:19:25 EDT,31015,VPN,0,1,172.30.207.56,10.128.20.137,UDP,1194,3686225795,
openvpn-server,Grace.W,2022.05.04 10:35:01 EDT,13030,VPN,0,1,172.17.170.135,10.128.20.79,UDP,1194,314205420,
openvpn-server,Kayla.O,2022.05.04 10:57:30 EDT,,VPN,0,0,172.29.88.82,,UDP,1194,,user not found
openvpn-server,Brandon.J,2022.05.04 11:23:10 EDT,28291,VPN,0,1,172.30.20.86,10.128.20.13,UDP,1194,151385141,
openvpn-server,Nicole.Z,2022.05.04 11:53:13 EDT,22288,VPN,0,1,172.30.236.6,10.128.20.141,UDP,1194,1466060064,
openvpn-server,Emily.V,2022.05.04 12:04:27 EDT,10532,VPN,0,1,172.28.160.153,10.128.20.39,UDP,1194,1443463260,
openvpn-server,Alexis.U,2022.05.04 12:22:37 EDT,,VPN,0,0,172.19.14.43,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Debra.Q,2022.05.04 12:33:10 EDT,18955,VPN,0,1,172.24.180.80,10.128.20.84,UDP,1194,2400991940,
openvpn-server,Nathan.Q,2022.05.04 13:03:13 EDT,932,VPN,0,1,172.25.78.37,10.128.20.184,UDP,1194,23232896,
openvpn-server,Madison.K,2022.05.04 13:20:03 EDT,2257,VPN,0,1,172.29.31.149,10.128.20.206,UDP,1194,459759928,
openvpn-server,Amber.U,2022.05.04 13:36:09 EDT,13356,VPN,0,1,172.27.244.195,10.128.20.208,UDP,1194,3630414564,
openvpn-server,Ronald.V,2022.05.04 14:09:20 EDT,4299,VPN,0,1,172.27.185.237,10.128.20.169,UDP,1194,627546525,
openvpn-server,Benjamin.G,2022.05.04 14:30:34 EDT,15153,VPN,0,1,172.18.92.187,10.128.20.198,UDP,1194,2419237062,
openvpn-server,Angela.B,2022.05.04 14:57:22 EDT,13568,VPN,0,1,172.23.42.139,10.128.20.86,UDP,1194,2783678720,
openvpn-server,Madison.K,2022.05.04 15:27:05 EDT,12607,VPN,0,1,172.29.72.182,10.128.20.117,UDP,1194,1578371186,
openvpn-server,Emily.V,2022.05.04 16:04:12 EDT,4592,VPN,0,1,172.25.86.151,10.128.20.195,UDP,1194,792840944,
openvpn-server,Alexis.U,2022.05.04 16:32:14 EDT,8866,VPN,0,1,172.18.86.214,10.128.20.171,UDP,1194,2241094284,
openvpn-server,Jordan.Q,2022.05.04 17:07:23 EDT,3495,VPN,0,1,172.24.227.183,10.128.20.33,UDP,1194,188394480,
openvpn-server,Frances.L,2022.05.04 17:34:22 EDT,,VPN,0,0,172.17.63.102,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,George.S,2022.05.04 18:09:03 EDT,2971,VPN,0,1,172.26.5.20,10.128.20.26,UDP,1194,451404827,
openvpn-server,Amber.U,2022.05.04 18:39:50 EDT,3109,VPN,0,1,172.19.42.190,10.128.20.111,UDP,1194,819383168,
openvpn-server,James.G,2022.05.05 07:10:38 EDT,7784,VPN,0,1,172.16.225.174,10.128.20.62,UDP,1194,620314744,
openvpn-server,George.S,2022.05.05 07:44:58 EDT,40310,VPN,0,1,172.19.107.172,10.128.20.100,UDP,1194,727393950,
openvpn-server,Zachary.J,2022.05.05 08:03:53 EDT,32283,VPN,0,1,172.23.214.131,10.128.20.52,UDP,1194,7050962313,
openvpn-server,Angela.B,2022.05.05 08:41:19 EDT,8325,VPN,0,1,172.16.166.128,10.128.20.202,UDP,1194,488336175,
openvpn-server,Grace.W,2022.05.05 09:00:55 EDT,13574,VPN,0,1,172.27.150.143,10.128.20.220,UDP,1194,194081052,
openvpn-server,Frances.L,2022.05.05 09:31:59 EDT,27190,VPN,0,1,172.30.164.161,10.128.20.58,UDP,1194,4609384750,
openvpn-server,Madison.K,2022.05.05 09:54:57 EDT,29817,VPN,0,1,172.23.120.25,10.128.20.240,UDP,1194,2587698162,
openvpn-server,William.V,2022.05.05 10:29:49 EDT,11250,VPN,0,1,172.26.246.54,10.128.20.243,UDP,1194,1046385000,
openvpn-server,Jordan.Q,2022.05.05 10:53:25 EDT,28706,VPN,0,1,172.27.77.181,10.128.20.209,UDP,1194,2156452132,
openvpn-server,Benjamin.G,2022.05.05 11:21:22 EDT,15978,VPN,0,1,172.16.74.52,10.128.20.229,UDP,1194,4181634336,
openvpn-server,James.G,2022.05.05 11:32:17 EDT,21931,VPN,0,1,172.28.25.105,10.128.20.98,UDP,1194,4770080224,
openvpn-server,Nathan.Q,2022.05.05 11:55:50 EDT,1853,VPN,0,1,172.25.3.26,10.128.20.21,UDP,1194,296685683,
openvpn-server,Nathan.Q,2022.05.05 12:34:10 EDT,19739,VPN,0,1,172.19.112.86,10.128.20.72,UDP,1194,4101843156,
openvpn-server,Mason.W,2022.05.05 13:12:48 EDT,18257,VPN,0,1,172.31.56.13,10.128.20.198,UDP,1194,4036275817,
openvpn-server,Alexis.U,2022.05.05 13:33:02 EDT,,VPN,0,0,172.25.172.85,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Evelyn.W,2022.05.05 14:04:27 EDT,5063,VPN,0,1,172.22.130.123,10.128.20.166,UDP,1194,1226810467,
openvpn-server,Grace.W,2022.05.05 14:26:31 EDT,5988,VPN,0,1,172.31.186.15,10.128.20.8,UDP,1194,972780540,
openvpn-server,Ronald.V,2022.05.05 14:43:23 EDT,10457,VPN,0,1,172.26.90.233,10.128.20.210,UDP,1194,1332849220,
openvpn-server,Jeremy.G,2022.05.05 15:11:10 EDT,1947,VPN,0,1,172.29.138.125,10.128.20.134,UDP,1194,278578707,
openvpn-server,William.V,2022.05.05 15:28:54 EDT,5233,VPN,0,1,172.26.67.225,10.128.20.67,UDP,1194,449676923,
openvpn-server,Tyler.Y,2022.05.05 16:07:49 EDT,2630,VPN,0,1,172.19.175.171,10.128.20.89,UDP,1194,547068930,
openvpn-server,Emily.V,2022.05.05 16:38:38 EDT,2098,VPN,0,1,172.26.118.5,10.128.20.165,UDP,1194,308374530,
openvpn-server,Angela.B,2022.05.05 16:53:55 EDT,3441,VPN,0,1,172.23.102.169,10.128.20.197,UDP,1194,692528778,
openvpn-server,Benjamin.G,2022.05.05 17:17:24 EDT,2725,VPN,0,1,172.31.143.157,10.128.20.161,UDP,1194,35316000,
openvpn-server,Evelyn.W,2022.05.05 17:33:17 EDT,7492,VPN,0,1,172.22.18.141,10.128.20.149,UDP,1194,154177868,
openvpn-server,Logan.Y,2022.05.05 17:44:46 EDT,6678,VPN,0,1,172.28.12.58,10.128.20.169,UDP,1194,204687378,
openvpn-server,Benjamin.G,2022.05.05 18:09:19 EDT,5995,VPN,0,1,172.30.29.11,10.128.20.105,UDP,1194,752366505,
openvpn-server,Frances.L,2022.05.05 18:36:30 EDT,4601,VPN,0,1,172.28.91.214,10.128.20.88,UDP,1194,327885664,
openvpn-server,Grace.W,2022.05.05 18:48:08 EDT,7606,VPN,0,1,172.30.156.90,10.128.20.234,UDP,1194,58840016,
openvpn-server,Jordan.Q,2022.05.06 07:15:10 EDT,22241,VPN,0,1,172.30.54.95,10.128.20.46,UDP,1194,5372202345,
openvpn-server,Tyler.Y,2022.05.06 07:47:06 EDT,4441,VPN,0,1,172.28.65.235,10.128.20.62,UDP,1194,74217992,
openvpn-server,Brandon.J,2022.05.06 08:03:35 EDT,18126,VPN,0,1,172.27.0.251,10.128.20.151,UDP,1194,1432878426,
openvpn-server,Madison.K,2022.05.06 08:17:45 EDT,4101,VPN,0,1,172.17.59.48,10.128.20.42,UDP,1194,351869901,
openvpn-server,Grace.W,2022.05.06 08:35:29 EDT,,VPN,0,0,172.26.201.94,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Henry.U,2022.05.06 09:09:24 EDT,1632,VPN,0,1,172.31.21.95,10.128.20.147,UDP,1194,29940672,
openvpn-server,Frances.L,2022.05.06 09:21:36 EDT,10166,VPN,0,1,172.16.93.221,10.128.20.122,UDP,1194,1317137458,
openvpn-server,Amber.U,2022.05.06 09:51:37 EDT,35389,VPN,0,1,172.18.157.59,10.128.20.183,UDP,1194,1436368732,
openvpn-server,Benjamin.G,2022.05.06 10:02:10 EDT,1853,VPN,0,1,172.27.196.156,10.128.20.62,UDP,1194,45396647,
openvpn-server,Tyler.Y,2022.05.06 10:15:23 EDT,24119,VPN,0,1,172.21.2.112,10.128.20.190,UDP,1194,3533481738,
openvpn-server,Teresa.Y,2022.05.06 10:47:02 EDT,6873,VPN,0,1,172.25.18.206,10.128.20.247,UDP,1194,445411638,
openvpn-server,Nicole.Z,2022.05.06 11:18:01 EDT,13010,VPN,0,1,172.30.222.99,10.128.20.30,UDP,1194,1688619940,
openvpn-server,James.G,2022.05.06 11:44:29 EDT,15144,VPN,0,1,172.23.212.30,10.128.20.205,UDP,1194,887544408,
openvpn-server,Henry.U,2022.05.06 12:13:52 EDT,668,VPN,0,1,172.19.63.173,10.128.20.47,UDP,1194,9239108,
openvpn-server,Zachary.J,2022.05.06 12:41:17 EDT,24520,VPN,0,1,172.27.170.150,10.128.20.103,UDP,1194,4971454520,
openvpn-server,Debra.Q,2022.05.06 12:54:45 EDT,20830,VPN,0,1,172.30.2.68,10.128.20.167,UDP,1194,3354713160,
openvpn-server,Frances.L,2022.05.06 13:05:59 EDT,3324,VPN,0,1,172.28.40.52,10.128.20.180,UDP,1194,149380560,
openvpn-server,William.V,2022.05.06 13:28:57 EDT,8325,VPN,0,1,172.18.41.190,10.128.20.242,UDP,1194,1195203600,
openvpn-server,Teresa.Y,2022.05.06 13:48:02 EDT,3744,VPN,0,1,172.29.198.151,10.128.20.253,UDP,1194,295476480,
openvpn-server,Logan.Y,2022.05.06 14:13:58 EDT,11523,VPN,0,1,172.19.216.235,10.128.20.38,UDP,1194,192848928,
openvpn-server,Grace.W,2022.05.06 14:30:34 EDT,4508,VPN,0,1,172.23.143.22,10.128.20.82,UDP,1194,210361312,
openvpn-server,Teresa.Y,2022.05.06 15:04:51 EDT,8541,VPN,0,1,172.16.186.100,10.128.20.22,UDP,1194,2209471290,
openvpn-server,Benjamin.G,2022.05.06 15:28:22 EDT,4048,VPN,0,1,172.21.246.105,10.128.20.206,UDP,1194,183714432,
openvpn-server,Henry.U,2022.05.06 15:44:03 EDT,13993,VPN,0,1,172.20.194.202,10.128.20.61,UDP,1194,3508688778,
openvpn-server,William.V,2022.05.06 16:18:38 EDT,8080,VPN,0,1,172.22.185.139,10.128.20.218,UDP,1194,795669920,
openvpn-server,Benjamin.G,2022.05.06 16:42:14 EDT,1861,VPN,0,1,172.22.145.99,10.128.20.174,UDP,1194,428156548,
openvpn-server,Brandon.J,2022.05.06 17:16:15 EDT,5262,VPN,0,1,172.19.68.67,10.128.20.252,UDP,1194,192331362,
openvpn-server,Nicole.Z,2022.05.06 17:27:14 EDT,4670,VPN,0,1,172.31.165.188,10.128.20.126,UDP,1194,1255352040,
openvpn-server,Grace.W,2022.05.06 17:44:13 EDT,7060,VPN,0,1,172.28.71.158,10.128.20.248,UDP,1194,789773960,
openvpn-server,Teresa.Y,2022.05.06 18:05:42 EDT,5635,VPN,0,1,172.16.141.39,10.128.20.112,UDP,1194,1027283040,
openvpn-server,Evelyn.W,2022.05.06 18:20:05 EDT,3663,VPN,0,1,172.18.194.85,10.128.20.90,UDP,1194,855442368,
openvpn-server,Jordan.Q,2022.05.06 18:35:36 EDT,4266,VPN,0,1,172.16.54.191,10.128.20.46,UDP,1194,523561914,
openvpn-server,Jeremy.G,2022.05.06 18:46:53 EDT,1228,VPN,0,1,172.29.128.194,10.128.20.140,UDP,1194,163815200,
openvpn-server,Ronald.V,2022.05.07 07:10:15 EDT,25140,VPN,0,1,172.27.126.125,10.128.20.31,UDP,1194,767147100,
openvpn-server,Henry.U,2022.05.07 07:47:19 EDT,,VPN,0,0,172.31.112.224,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Tyler.Y,2022.05.07 08:14:39 EDT,,VPN,0,0,172.19.201.158,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,George.S,2022.05.07 08:48:17 EDT,37156,VPN,0,1,172.29.16.205,10.128.20.142,UDP,1194,9835378980,
openvpn-server,Jordan.Q,2022.05.07 09:18:08 EDT,24093,VPN,0,1,172.20.114.113,10.128.20.184,UDP,1194,2590117965,
openvpn-server,William.V,2022.05.07 09:48:50 EDT,4576,VPN,0,1,172.27.48.228,10.128.20.77,UDP,1194,965316352,
openvpn-server,Alexis.U,2022.05.07 10:10:36 EDT,29783,VPN,0,1,172.23.231.77,10.128.20.189,UDP,1194,4543337084,
openvpn-server,Henry.U,2022.05.07 10:36:04 EDT,12261,VPN,0,1,172.21.99.245,10.128.20.252,UDP,1194,361552368,
openvpn-server,Brandon.J,2022.05.07 11:07:11 EDT,25416,VPN,0,1,172.28.131.242,10.128.20.182,UDP,1194,5287493808,
openvpn-server,James.G,2022.05.07 11:42:11 EDT,,VPN,0,0,172.27.112.250,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Arthur.P,2022.05.07 12:11:40 EDT,,VPN,0,0,172.17.191.101,,UDP,1194,,user not found
openvpn-server,Benjamin.G,2022.05.07 12:38:18 EDT,16081,VPN,0,1,172.21.105.86,10.128.20.51,UDP,1194,810723615,
openvpn-server,Grace.W,2022.05.07 12:56:48 EDT,17931,VPN,0,1,172.19.244.125,10.128.20.242,UDP,1194,426094353,
openvpn-server,Nathan.Q,2022.05.07 13:19:36 EDT,21558,VPN,0,1,172.23.106.49,10.128.20.44,UDP,1194,2682138570,
openvpn-server,Evelyn.W,2022.05.07 13:42:37 EDT,10301,VPN,0,1,172.16.250.85,10.128.20.154,UDP,1194,2060509030,
openvpn-server,Bryan.G,2022.05.07 14:01:42 EDT,,VPN,0,0,172.27.222.159,,UDP,1194,,user not found
openvpn-server,Teresa.Y,2022.05.07 14:36:48 EDT,6603,VPN,0,1,172.24.22.130,10.128.20.223,UDP,1194,1046020848,
openvpn-server,Debra.Q,2022.05.07 15:15:39 EDT,6526,VPN,0,1,172.19.226.81,10.128.20.208,UDP,1194,969776652,
openvpn-server,William.V,2022.05.07 15:46:07 EDT,12666,VPN,0,1,172.20.87.160,10.128.20.192,UDP,1194,1182827076,
openvpn-server,Jeremy.G,2022.05.07 16:07:59 EDT,2902,VPN,0,1,172.28.11.80,10.128.20.188,UDP,1194,26248590,
openvpn-server,Ronald.V,2022.05.07 16:41:41 EDT,7084,VPN,0,1,172.21.50.9,10.128.20.35,UDP,1194,1626890188,
openvpn-server,Amber.U,2022.05.07 17:12:06 EDT,2730,VPN,0,1,172.16.61.174,10.128.20.41,UDP,1194,136418100,
openvpn-server,Logan.Y,2022.05.07 17:47:41 EDT,6507,VPN,0,1,172.16.210.67,10.128.20.168,UDP,1194,615920085,
openvpn-server,Benjamin.G,2022.05.07 18:19:11 EDT,7021,VPN,0,1,172.18.8.189,10.128.20.22,UDP,1194,1390775848,
